channel_id,channel_name,category,subscribers,total_views,total_videos,recent_video_count,avg_recent_views,median_recent_views,avg_duration_seconds,posting_interval_days,avg_engagement_rate,view_per_subscriber,latest_video_title,latest_video_url,latest_video_views,latest_video_published_at
UCACfJmh_OB_IcVxtZQoGYKQ,Tonton Malele,Trending,94800,31456483,55,8,267689.62,162947.0,266.0,79.88,0.0214,331.8194,Pasis - Tonton Malele,https://www.youtube.com/watch?v=nrt7Oz-eZSg,82056,2025-11-20T14:00:06+00:00
UCjJe1z4OSKKav9MLVEvXWfA,Aether Studios,Trending,84000,11497410,368,8,7934.0,2121.5,2036.0,3.08,0.0783,136.8739,La Reina Revealed! - Dev Stream 12/11/25,https://www.youtube.com/watch?v=yFx32wuwSek,0,2025-12-10T07:49:46+00:00
UCBw-DE5nWQdDtqfVNqahdyA,Kris Kringle,Trending,75500,28487900,51,8,54123.5,44831.5,7544.88,1.0,0.0219,377.3232,Best Christmas Songs of All Time 🎅🏼 Best 50 Christmas Songs Playlist 2026 🎄 Merry Christmas 2026,https://www.youtube.com/watch?v=YahgGSIt_zw,700,2025-12-10T10:30:30+00:00
UC7ZIAiWOUUqyrmQpboOe14Q,malues,Trending,68900,4621716,44,8,14304.12,9339.0,6362.38,27.53,0.1062,67.0786,TRAILER - LOVE OF THE S*N 2,https://www.youtube.com/watch?v=7BaaQ3X7E1g,38054,2025-12-09T21:04:08+00:00
UCfRoAXyhFDcQFJrHw0VZa1Q,Sauce Music,Trending,59700,22439631,707,8,164.12,141.5,191.88,0.29,0.1179,375.8732,King Atlanta – Icy Route Authority (Official AI Song),https://www.youtube.com/watch?v=taDab6918y0,62,2025-12-09T22:00:59+00:00
UCmYDmgiLm0SDNSkTSMI_snQ,JNR VIGI,Trending,29900,11993389,134,8,72855.88,35330.5,204.38,44.03,0.0397,401.1167,Jnr Vigi - Rocky,https://www.youtube.com/watch?v=thacqlp1p5A,1444,2025-12-10T09:05:33+00:00
UCGL2K4JZRKfnU91z40NsasQ,Sabor a Manzana,Trending,2710,5342566,74,8,831.75,762.0,228.25,0.56,0.1467,1971.4266,Kany García - Confieso (Letra),https://www.youtube.com/watch?v=C0VMdDpZ8tw,6,2025-12-10T13:28:39+00:00
UCrkF_lRGv6wuOZVNWCuOCuA,RIXELUS,Trending,1400,3943109,34,8,63399.75,10191.0,262.38,1.57,0.0062,2816.5064,Camila - Mientes (Letra),https://www.youtube.com/watch?v=AN8Z6riEbcE,1010,2025-12-08T21:15:06+00:00
UCl2L_-850syeto2fO8fQkzA,SeanRiiVEVO,Trending,1310,9418278,18,8,471358.75,180298.0,197.25,29.99,0.0217,7189.5252,"Sean Rii, Kymvn-J3H - Holim U Tait (Visualizer)",https://www.youtube.com/watch?v=DPGpKi-erhA,211671,2025-11-20T22:00:06+00:00
UC7fnqQfk8glMBRq6IMlFnOw,lemonni,Trending,775,1342957,39,8,102850.25,641.0,200.5,1.16,0.0127,1732.8477,Sia - Unstoppable (Lyrics),https://www.youtube.com/watch?v=toG53zueDi8,809,2025-12-09T20:58:54+00:00
UCsx0hdXoufYIHs73dVtDpog,Scribella,Trending,511,1171460,10,8,133250.75,4061.5,212.38,1.62,0.0075,2292.4853,Sin Bandera - Mientes Tan Bien (Letra),https://www.youtube.com/watch?v=5tOgxJE8l6Q,1411,2025-12-09T01:00:06+00:00
UC0Nd9eBGpXJ7Cvz_ncLsvvA,Alligator Lyrics,Trending,505,812326,17,8,59106.12,1214.0,194.38,1.0,0.0057,1608.5663,Beéle - Si Ta Pillara (Letra),https://www.youtube.com/watch?v=dymM6hfEvpI,57,2025-12-10T11:54:25+00:00
UC8Now12MQpRLi4S_kEyr0tw,Motbb Vibes - Topic,Trending,206,2184056,176,8,2954.62,2071.5,196.12,2.41,0.0598,10602.2136,Bodyguard (Thiago AfroChill Remix),https://www.youtube.com/watch?v=S8Xc0JQEh1Q,189,2025-12-09T15:03:32+00:00
UCEZB6wy7f1V_A3VSV5jNkyQ,LNRS - Topic,Trending,84,872386,39,8,22884.25,2208.5,195.0,8.63,0.0343,10385.5476,Puni Police (Remix),https://www.youtube.com/watch?v=brQKOnm398w,160457,2025-11-14T10:27:41+00:00
